Reference area;Source type;Sex;Occupational injuries;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Luxembourg;Insurance records;Total;Temporary incapacity;2015;7073;;1087;5632;354;0
Luxembourg;Insurance records;Male;Total;2015;5768;;748;4733;287;0
Luxembourg;Insurance records;Male;Permanent incapacity;2015;234;;23;188;23;0
Luxembourg;Insurance records;Male;Temporary incapacity;2015;5534;;725;4545;264;0
Luxembourg;Insurance records;Female;Total;2015;1591;;370;1126;95;0
Luxembourg;Insurance records;Female;Permanent incapacity;2015;52;;8;39;5;0
Luxembourg;Insurance records;Female;Temporary incapacity;2015;1539;;362;1087;90;0
Macau, China;Labour inspectorate records;Total;Total;2010;5865;1557;4308;;;
Macau, China;Labour inspectorate records;Total;Permanent incapacity;2010;28;11;17;;;
Macau, China;Labour inspectorate records;Total;Temporary incapacity;2010;5837;1546;4291;;;
Macau, China;Labour inspectorate records;Male;Total;2010;2991;945;2046;;;
Macau, China;Labour inspectorate records;Male;Permanent incapacity;2010;23;10;13;;;
Macau, China;Labour inspectorate records;Male;Temporary incapacity;2010;2968;935;2033;;;
Macau, China;Labour inspectorate records;Female;Total;2010;2874;612;2262;;;
Macau, China;Labour inspectorate records;Female;Permanent incapacity;2010;5;1;4;;;
Macau, China;Labour inspectorate records;Female;Temporary incapacity;2010;2869;611;2258;;;
Macau, China;Labour inspectorate records;Total;Total;2011;6412;1823;4589;;;
Macau, China;Labour inspectorate records;Total;Permanent incapacity;2011;58;10;48;;;
Macau, China;Labour inspectorate records;Total;Temporary incapacity;2011;6354;1813;4541;;;
Macau, China;Labour inspectorate records;Male;Total;2011;3229;1097;2132;;;
Macau, China;Labour inspectorate records;Male;Permanent incapacity;2011;38;10;28;;;
Macau, China;Labour inspectorate records;Male;Temporary incapacity;2011;3191;1087;2104;;;
Macau, China;Labour inspectorate records;Female;Total;2011;3183;726;2457;;;
Macau, China;Labour inspectorate records;Female;Permanent incapacity;2011;20;0;20;;;
Macau, China;Labour inspectorate records;Female;Temporary incapacity;2011;3163;726;2437;;;
Macau, China;Labour inspectorate records;Total;Total;2012;7105;2318;4787;;;
Macau, China;Labour inspectorate records;Total;Permanent incapacity;2012;34;12;22;;;
Macau, China;Labour inspectorate records;Total;Temporary incapacity;2012;7071;2306;4765;;;
Macau, China;Labour inspectorate records;Male;Total;2012;3599;1406;2193;;;
Macau, China;Labour inspectorate records;Male;Permanent incapacity;2012;24;11;13;;;
Macau, China;Labour inspectorate records;Male;Temporary incapacity;2012;3575;1395;2180;;;
Macau, China;Labour inspectorate records;Female;Total;2012;3506;912;2594;;;
Macau, China;Labour inspectorate records;Female;Permanent incapacity;2012;10;1;9;;;
Macau, China;Labour inspectorate records;Female;Temporary incapacity;2012;3496;911;2585;;;
Macau, China;Labour inspectorate records;Total;Total;2013;7098;2740;4358;;;
Macau, China;Labour inspectorate records;Total;Permanent incapacity;2013;62;29;33;;;
Macau, China;Labour inspectorate records;Total;Temporary incapacity;2013;7036;2711;4325;;;
Macau, China;Labour inspectorate records;Male;Total;2013;3644;1800;1844;;;
Macau, China;Labour inspectorate records;Male;Permanent incapacity;2013;53;26;27;;;
Macau, China;Labour inspectorate records;Male;Temporary incapacity;2013;3591;1774;1817;;;
Macau, China;Labour inspectorate records;Female;Total;2013;3454;940;2514;;;
Macau, China;Labour inspectorate records;Female;Permanent incapacity;2013;9;3;6;;;
Macau, China;Labour inspectorate records;Female;Temporary incapacity;2013;3445;937;2508;;;
Macau, China;Labour inspectorate records;Total;Total;2014;7304;3249;4055;;;
Macau, China;Labour inspectorate records;Total;Permanent incapacity;2014;74;48;26;;;
Macau, China;Labour inspectorate records;Total;Temporary incapacity;2014;7230;3201;4029;;;
Macau, China;Labour inspectorate records;Male;Total;2014;3878;2241;1637;;;
Macau, China;Labour inspectorate records;Male;Permanent incapacity;2014;67;47;20;;;
Macau, China;Labour inspectorate records;Male;Temporary incapacity;2014;3811;2194;1617;;;
Macau, China;Labour inspectorate records;Female;Total;2014;3426;1008;2418;;;
Macau, China;Labour inspectorate records;Female;Permanent incapacity;2014;7;1;6;;;
Macau, China;Labour inspectorate records;Female;Temporary incapacity;2014;3419;1007;2412;;;
Macau, China;Labour inspectorate records;Total;Total;2015;7401;3304;4097;;;
Macau, China;Labour inspectorate records;Total;Permanent incapacity;2015;66;46;20;;;
Macau, China;Labour inspectorate records;Total;Temporary incapacity;2015;7335;3258;4077;;;
Macau, China;Labour inspectorate records;Male;Total;2015;3979;2309;1670;;;
Macau, China;Labour inspectorate records;Male;Permanent incapacity;2015;59;46;13;;;
Macau, China;Labour inspectorate records;Male;Temporary incapacity;2015;3920;2263;1657;;;
Macau, China;Labour inspectorate records;Female;Total;2015;3422;995;2427;;;
Macau, China;Labour inspectorate records;Female;Permanent incapacity;2015;7;0;7;;;
Macau, China;Labour inspectorate records;Female;Temporary incapacity;2015;3415;995;2420;;;
Macau, China;Labour inspectorate records;Total;Total;2016;7370;3181;4189;;;
Macau, China;Labour inspectorate records;Total;Permanent incapacity;2016;21;17;4;;;
Macau, China;Labour inspectorate records;Total;Temporary incapacity;2016;7349;3164;4185;;;
Macau, China;Labour inspectorate records;Male;Total;2016;3799;2121;1678;;;
Macau, China;Labour inspectorate records;Male;Permanent incapacity;2016;19;15;4;;;
Macau, China;Labour inspectorate records;Male;Temporary incapacity;2016;3780;2106;1674;;;
Macau, China;Labour inspectorate records;Female;Total;2016;3571;1060;2511;;;
Macau, China;Labour inspectorate records;Female;Permanent incapacity;2016;2;2;0;;;
Macau, China;Labour inspectorate records;Female;Temporary incapacity;2016;3569;1058;2511;;;
Malaysia;Insurance records;Total;Total;2011;43057;;;;;
Malaysia;Insurance records;Total;Permanent incapacity;2011;8550;;;;;
Malaysia;Insurance records;Total;Temporary incapacity;2011;34507;;;;;
Malaysia;Insurance records;Male;Total;2011;36670;;;;;
Malaysia;Insurance records;Male;Permanent incapacity;2011;7349;;;;;
Malaysia;Insurance records;Male;Temporary incapacity;2011;29321;;;;;
Malaysia;Insurance records;Female;Total;2011;6387;;;;;
Malaysia;Insurance records;Female;Permanent incapacity;2011;1201;;;;;
Malaysia;Insurance records;Female;Temporary incapacity;2011;5186;;;;;
Malaysia;Insurance records;Total;Total;2012;41320;;;;;
Malaysia;Insurance records;Total;Permanent incapacity;2012;8470;;;;;
Malaysia;Insurance records;Total;Temporary incapacity;2012;32850;;;;;
Malaysia;Insurance records;Male;Total;2012;35049;;;;;
Malaysia;Insurance records;Male;Permanent incapacity;2012;7289;;;;;
Malaysia;Insurance records;Male;Temporary incapacity;2012;27760;;;;;
Malaysia;Insurance records;Female;Total;2012;6271;;;;;
Malaysia;Insurance records;Female;Permanent incapacity;2012;1181;;;;;
Malaysia;Insurance records;Female;Temporary incapacity;2012;5090;;;;;
Malaysia;Other administrative records and related sources;Total;Total;2013;41454;;;;;
Malaysia;Other administrative records and related sources;Total;Permanent incapacity;2013;8460;;;;;
Malaysia;Other administrative records and related sources;Total;Temporary incapacity;2013;32994;;;;;
Malaysia;Other administrative records and related sources;Male;Total;2013;35037;;;;;
Malaysia;Other administrative records and related sources;Male;Permanent incapacity;2013;7302;;;;;
Malaysia;Other administrative records and related sources;Male;Temporary incapacity;2013;27735;;;;;
Malaysia;Other administrative records and related sources;Female;Total;2013;6417;;;;;
Malaysia;Other administrative records and related sources;Female;Permanent incapacity;2013;1158;;;;;
Malaysia;Other administrative records and related sources;Female;Temporary incapacity;2013;5259;;;;;
Malaysia;Other administrative records and related sources;Total;Total;2015;39048;;;;;
Malaysia;Other administrative records and related sources;Total;Permanent incapacity;2015;8456;;;;;
Malaysia;Other administrative records and related sources;Total;Temporary incapacity;2015;30592;;;;;
Malaysia;Other administrative records and related sources;Male;Total;2015;32698;;;;;
Malaysia;Other administrative records and related sources;Male;Permanent incapacity;2015;7215;;;;;
Malaysia;Other administrative records and related sources;Male;Temporary incapacity;2015;25483;;;;;
Malaysia;Other administrative records and related sources;Female;Total;2015;6350;;;;;
Malaysia;Other administrative records and related sources;Female;Permanent incapacity;2015;1241;;;;;
Malaysia;Other administrative records and related sources;Female;Temporary incapacity;2015;5109;;;;;
Malaysia;Other administrative records and related sources;Total;Total;2017;39324;;;;;
Malaysia;Other administrative records and related sources;Total;Permanent incapacity;2017;7800;;;;;
Malaysia;Other administrative records and related sources;Total;Temporary incapacity;2017;31524;;;;;
Malaysia;Other administrative records and related sources;Male;Total;2017;32794;;;;;
Malaysia;Other administrative records and related sources;Male;Permanent incapacity;2017;6647;;;;;
Malaysia;Other administrative records and related sources;Male;Temporary incapacity;2017;26147;;;;;
Malaysia;Other administrative records and related sources;Female;Total;2017;6530;;;;;
Malaysia;Other administrative records and related sources;Female;Permanent incapacity;2017;1153;;;;;
Malaysia;Other administrative records and related sources;Female;Temporary incapacity;2017;5377;;;;;
Malaysia;Other administrative records and related sources;Total;Total;2018;;;40553;;;
Malaysia;Other administrative records and related sources;Total;Permanent incapacity;2018;;;8174;;;
Malaysia;Other administrative records and related sources;Total;Temporary incapacity;2018;;;32379;;;
Malaysia;Other administrative records and related sources;Male;Total;2018;;;33620;;;
Malaysia;Other administrative records and related sources;Male;Permanent incapacity;2018;;;6934;;;
Malaysia;Other administrative records and related sources;Male;Temporary incapacity;2018;;;26686;;;
Malaysia;Other administrative records and related sources;Female;Total;2018;;;6933;;;
Malaysia;Other administrative records and related sources;Female;Permanent incapacity;2018;;;1240;;;
Malaysia;Other administrative records and related sources;Female;Temporary incapacity;2018;;;5693;;;
Malta;Other administrative records and related sources;Total;Temporary incapacity;2010;3317;;;;;
Malta;Other administrative records and related sources;Male;Temporary incapacity;2010;2803;;;;;
Malta;Other administrative records and related sources;Female;Temporary incapacity;2010;514;;;;;
Malta;Other administrative records and related sources;Total;Total;2011;2459;;2372;32;55;0
Malta;Other administrative records and related sources;Total;Permanent incapacity;2011;32;;30;0;2;0
Malta;Other administrative records and related sources;Total;Temporary incapacity;2011;2427;;2342;32;53;0
Malta;Other administrative records and related sources;Male;Total;2011;2109;;2032;26;51;0
Malta;Other administrative records and related sources;Male;Permanent incapacity;2011;27;;25;0;2;0
Malta;Other administrative records and related sources;Male;Temporary incapacity;2011;2082;;2007;26;49;0
Malta;Other administrative records and related sources;Female;Total;2011;350;;340;6;4;0
Malta;Other administrative records and related sources;Female;Permanent incapacity;2011;5;;5;0;0;0
Malta;Other administrative records and related sources;Female;Temporary incapacity;2011;345;;335;6;4;0
Malta;Other administrative records and related sources;Total;Total;2012;2528;;2427;35;66;0
Malta;Other administrative records and related sources;Total;Permanent incapacity;2012;25;;25;0;0;0
Malta;Other administrative records and related sources;Total;Temporary incapacity;2012;2503;;2402;35;66;0
Malta;Other administrative records and related sources;Male;Total;2012;2163;;2084;20;59;0
Malta;Other administrative records and related sources;Male;Permanent incapacity;2012;23;;23;0;0;0
Malta;Other administrative records and related sources;Male;Temporary incapacity;2012;2140;;2061;20;59;0
Malta;Other administrative records and related sources;Female;Total;2012;365;;343;15;7;0
Malta;Other administrative records and related sources;Female;Permanent incapacity;2012;2;;2;0;0;0
Malta;Other administrative records and related sources;Female;Temporary incapacity;2012;363;;341;15;7;0
Malta;Other administrative records and related sources;Total;Total;2013;2602;;2474;57;71;0
Malta;Other administrative records and related sources;Total;Permanent incapacity;2013;30;;28;2;0;0
Malta;Other administrative records and related sources;Total;Temporary incapacity;2013;2572;;2446;55;71;0
Malta;Other administrative records and related sources;Male;Total;2013;2165;;2061;41;63;0
Malta;Other administrative records and related sources;Male;Permanent incapacity;2013;26;;24;2;0;0
Malta;Other administrative records and related sources;Male;Temporary incapacity;2013;2139;;2037;39;63;0
Malta;Other administrative records and related sources;Female;Total;2013;437;;413;16;8;0
Malta;Other administrative records and related sources;Female;Permanent incapacity;2013;4;;4;0;0;0
Malta;Other administrative records and related sources;Female;Temporary incapacity;2013;433;;409;16;8;0
Malta;Other administrative records and related sources;Total;Total;2014;2633;;2460;72;101;0
Malta;Other administrative records and related sources;Total;Permanent incapacity;2014;38;;36;0;2;0
Malta;Other administrative records and related sources;Total;Temporary incapacity;2014;2595;;2424;72;99;0
Malta;Other administrative records and related sources;Male;Total;2014;2236;;2091;55;90;0
Malta;Other administrative records and related sources;Male;Permanent incapacity;2014;34;;32;0;2;0
Malta;Other administrative records and related sources;Male;Temporary incapacity;2014;2202;;2059;55;88;0
Malta;Other administrative records and related sources;Female;Total;2014;397;;369;17;11;0
Malta;Other administrative records and related sources;Female;Permanent incapacity;2014;4;;4;0;0;0
Malta;Other administrative records and related sources;Female;Temporary incapacity;2014;393;;365;17;11;0
Malta;Other administrative records and related sources;Total;Total;2015;2288;;2127;63;98;0
Malta;Other administrative records and related sources;Total;Permanent incapacity;2015;11;;11;0;0;0
Malta;Other administrative records and related sources;Total;Temporary incapacity;2015;2277;;2116;63;98;0
Malta;Other administrative records and related sources;Male;Total;2015;1920;;1791;45;84;0
Malta;Other administrative records and related sources;Male;Permanent incapacity;2015;9;;9;0;0;0
Malta;Other administrative records and related sources;Male;Temporary incapacity;2015;1911;;1782;45;84;0
Malta;Other administrative records and related sources;Female;Total;2015;368;;336;18;14;0
Malta;Other administrative records and related sources;Female;Permanent incapacity;2015;2;;2;0;0;0
Malta;Other administrative records and related sources;Female;Temporary incapacity;2015;366;;334;18;14;0
Malta;Other administrative records and related sources;Total;Total;2016;3220;329;2891;;;
Malta;Other administrative records and related sources;Total;Permanent incapacity;2016;2;0;2;;;
Malta;Other administrative records and related sources;Total;Temporary incapacity;2016;3218;329;2889;;;
Malta;Other administrative records and related sources;Male;Total;2016;2552;250;2302;;;
Malta;Other administrative records and related sources;Male;Permanent incapacity;2016;1;0;1;;;
Malta;Other administrative records and related sources;Male;Temporary incapacity;2016;2551;250;2301;;;
Malta;Other administrative records and related sources;Female;Total;2016;668;79;589;;;
Malta;Other administrative records and related sources;Female;Permanent incapacity;2016;1;0;1;;;
Malta;Other administrative records and related sources;Female;Temporary incapacity;2016;667;79;588;;;
Mauritius;Insurance records;Total;Total;2011;1407;;;;;
Mauritius;Insurance records;Total;Permanent incapacity;2011;301;;;;;
Mauritius;Insurance records;Total;Temporary incapacity;2011;1106;;;;;
Mauritius;Insurance records;Male;Total;2011;1274;;;;;
Mauritius;Insurance records;Male;Permanent incapacity;2011;279;;;;;
Mauritius;Insurance records;Male;Temporary incapacity;2011;995;;;;;
Mauritius;Insurance records;Female;Total;2011;133;;;;;
Mauritius;Insurance records;Female;Permanent incapacity;2011;22;;;;;
Mauritius;Insurance records;Female;Temporary incapacity;2011;111;;;;;
Mauritius;Insurance records;Total;Total;2012;1083;;;;;
Mauritius;Insurance records;Total;Permanent incapacity;2012;152;;;;;
Mauritius;Insurance records;Total;Temporary incapacity;2012;931;;;;;
Mauritius;Insurance records;Male;Total;2012;1008;;;;;
Mauritius;Insurance records;Male;Permanent incapacity;2012;143;;;;;
Mauritius;Insurance records;Male;Temporary incapacity;2012;865;;;;;
Mauritius;Insurance records;Female;Total;2012;75;;;;;
Mauritius;Insurance records;Female;Permanent incapacity;2012;9;;;;;
Mauritius;Insurance records;Female;Temporary incapacity;2012;66;;;;;
Mauritius;Insurance records;Total;Total;2015;1036;;;;;
Mauritius;Insurance records;Total;Permanent incapacity;2015;130;;;;;
Mauritius;Insurance records;Total;Temporary incapacity;2015;906;;;;;
Mauritius;Insurance records;Male;Total;2015;899;;;;;
Mauritius;Insurance records;Male;Permanent incapacity;2015;115;;;;;
Mauritius;Insurance records;Male;Temporary incapacity;2015;784;;;;;
Mauritius;Insurance records;Female;Total;2015;137;;;;;
Mauritius;Insurance records;Female;Permanent incapacity;2015;15;;;;;
Mauritius;Insurance records;Female;Temporary incapacity;2015;122;;;;;
Mauritius;Insurance records;Total;Total;2016;1101;;;;;
Mauritius;Insurance records;Total;Permanent incapacity;2016;126;;;;;
Mauritius;Insurance records;Total;Temporary incapacity;2016;975;;;;;
Mauritius;Insurance records;Male;Total;2016;974;;;;;
Mauritius;Insurance records;Male;Permanent incapacity;2016;111;;;;;
Mauritius;Insurance records;Male;Temporary incapacity;2016;863;;;;;
Mauritius;Insurance records;Female;Total;2016;127;;;;;
Mauritius;Insurance records;Female;Permanent incapacity;2016;15;;;;;
Mauritius;Insurance records;Female;Temporary incapacity;2016;112;;;;;
Mauritius;Insurance records;Total;Total;2018;1026;2;1024;;;
Mauritius;Insurance records;Total;Permanent incapacity;2018;136;0;136;;;
Mauritius;Insurance records;Total;Temporary incapacity;2018;890;2;888;;;
Mauritius;Insurance records;Male;Total;2018;925;1;924;;;
Mauritius;Insurance records;Male;Permanent incapacity;2018;126;0;126;;;
Mauritius;Insurance records;Male;Temporary incapacity;2018;799;1;798;;;
Mauritius;Insurance records;Female;Total;2018;101;1;100;;;
Mauritius;Insurance records;Female;Permanent incapacity;2018;10;0;10;;;
Mauritius;Insurance records;Female;Temporary incapacity;2018;91;1;90;;;
Mexico;Insurance records;Total;Total;2010;506528;;;;;
Mexico;Insurance records;Total;Permanent incapacity;2010;24459;;;;;
Mexico;Insurance records;Male;Total;2010;332538;;;;;
Mexico;Insurance records;Male;Permanent incapacity;2010;21222;;;;;
Mexico;Insurance records;Female;Total;2010;163999;;;;;
Mexico;Insurance records;Female;Permanent incapacity;2010;3237;;;;;
Mexico;Insurance records;Total;Total;2011;536322;;;;;
Mexico;Insurance records;Total;Permanent incapacity;2011;26916;;;;;
Mexico;Insurance records;Male;Total;2011;354773;;;;;
Mexico;Insurance records;Male;Permanent incapacity;2011;23130;;;;;
Mexico;Insurance records;Female;Total;2011;175967;;;;;
Mexico;Insurance records;Female;Permanent incapacity;2011;3786;;;;;
Mexico;Insurance records;Total;Total;2012;557782;;;;;
Mexico;Insurance records;Total;Permanent incapacity;2012;27430;;;;;
Mexico;Insurance records;Male;Total;2012;368686;;;;;
Mexico;Insurance records;Male;Permanent incapacity;2012;23126;;;;;
Mexico;Insurance records;Female;Total;2012;186062;;;;;
Mexico;Insurance records;Female;Permanent incapacity;2012;4304;;;;;
Mexico;Insurance records;Total;Total;2014;527844;;;;;
Mexico;Insurance records;Total;Permanent incapacity;2014;28430;;;;;
Mexico;Insurance records;Male;Total;2014;348650;;;;;
Mexico;Insurance records;Male;Permanent incapacity;2014;23812;;;;;
Mexico;Insurance records;Female;Total;2014;179194;;;;;
Mexico;Insurance records;Female;Permanent incapacity;2014;4618;;;;;
Mexico;Insurance records;Total;Total;2015;549542;;;;;
Mexico;Insurance records;Male;Total;2015;360195;;;;;
Mexico;Insurance records;Female;Total;2015;189347;;;;;
Mexico;Insurance records;Total;Permanent incapacity;2016;32216;;;;;
Mexico;Insurance records;Male;Permanent incapacity;2016;26569;;;;;
Mexico;Insurance records;Female;Permanent incapacity;2016;5647;;;;;
Mexico;Insurance records;Total;Total;2017;562849;;;;;
Mexico;Insurance records;Male;Total;2017;359374;;;;;
Mexico;Insurance records;Female;Total;2017;203475;;;;;
Moldova, Republic of;Establishment survey;Total;Total;2015;100000;;;;;
Moldova, Republic of;Establishment survey;Total;Total;2018;465;;;;;
Moldova, Republic of;Establishment survey;Male;Total;2018;306;;;;;
Moldova, Republic of;Establishment survey;Female;Total;2018;159;;;;;
Moldova, Republic of;Establishment survey;Total;Total;2019;457;;;;;
Moldova, Republic of;Establishment survey;Male;Total;2019;315;;;;;
Moldova, Republic of;Establishment survey;Female;Total;2019;142;;;;;
Myanmar;Labour inspectorate records;Total;Total;2019;109;;109;;;
Myanmar;Labour inspectorate records;Total;Permanent incapacity;2019;1;;1;;;
Myanmar;Labour inspectorate records;Total;Temporary incapacity;2019;108;;108;;;
Myanmar;Labour inspectorate records;Male;Total;2019;84;;84;;;
Myanmar;Labour inspectorate records;Male;Permanent incapacity;2019;1;;1;;;
Myanmar;Labour inspectorate records;Male;Temporary incapacity;2019;83;;83;;;
Myanmar;Labour inspectorate records;Female;Total;2019;25;;25;;;
Myanmar;Labour inspectorate records;Female;Temporary incapacity;2019;25;;25;;;
Netherlands;Insurance records;Total;Total;2010;183005;;183005;0;0;0
Netherlands;Insurance records;Total;Permanent incapacity;2010;24052;;24052;0;0;0
Netherlands;Insurance records;Total;Temporary incapacity;2010;158953;;158953;0;0;0
Netherlands;Insurance records;Male;Total;2010;120995;;120995;0;0;0
Netherlands;Insurance records;Male;Permanent incapacity;2010;16469;;16469;0;0;0
Netherlands;Insurance records;Male;Temporary incapacity;2010;104526;;104526;0;0;0
Netherlands;Insurance records;Female;Total;2010;62010;;62010;0;0;0
Netherlands;Insurance records;Female;Permanent incapacity;2010;7583;;7583;0;0;0
Netherlands;Insurance records;Female;Temporary incapacity;2010;54427;;54427;0;0;0
Netherlands;Insurance records;Total;Total;2011;170615;;162799;4146;2416;1254
Netherlands;Insurance records;Total;Permanent incapacity;2011;21840;;21339;0;501;0
Netherlands;Insurance records;Total;Temporary incapacity;2011;148775;;141460;4146;1915;1254
Netherlands;Insurance records;Male;Total;2011;102563;;97134;2260;1915;1254
Netherlands;Insurance records;Male;Permanent incapacity;2011;12036;;12036;0;0;0
Netherlands;Insurance records;Male;Temporary incapacity;2011;90527;;85098;2260;1915;1254
Netherlands;Insurance records;Female;Total;2011;68052;;65665;1886;501;0
Netherlands;Insurance records;Female;Permanent incapacity;2011;9804;;9303;0;501;0
Netherlands;Insurance records;Female;Temporary incapacity;2011;58248;;56362;1886;0;0
Netherlands;Insurance records;Total;Total;2012;165433;;158107;5087;2013;226
Netherlands;Insurance records;Total;Permanent incapacity;2012;22633;;22025;608;0;0
Netherlands;Insurance records;Total;Temporary incapacity;2012;142800;;136082;4479;2013;226
Netherlands;Insurance records;Male;Total;2012;113438;;107121;4725;1592;0
Netherlands;Insurance records;Male;Permanent incapacity;2012;12493;;11885;608;0;0
Netherlands;Insurance records;Male;Temporary incapacity;2012;100945;;95236;4117;1592;0
Netherlands;Insurance records;Female;Total;2012;51995;;50986;362;421;226
Netherlands;Insurance records;Female;Permanent incapacity;2012;10140;;10140;0;0;0
Netherlands;Insurance records;Female;Temporary incapacity;2012;41855;;40846;362;421;226
Netherlands;Insurance records;Total;Total;2013;152214;;147745;1557;2552;360
Netherlands;Insurance records;Total;Permanent incapacity;2013;14576;;14291;285;0;0
Netherlands;Insurance records;Total;Temporary incapacity;2013;137638;;133454;1272;2552;360
Netherlands;Insurance records;Male;Total;2013;101189;;98444;724;2021;0
Netherlands;Insurance records;Male;Permanent incapacity;2013;9698;;9698;0;0;0
Netherlands;Insurance records;Male;Temporary incapacity;2013;91491;;88746;724;2021;0
Netherlands;Insurance records;Female;Total;2013;51025;;49301;833;531;360
Netherlands;Insurance records;Female;Permanent incapacity;2013;4878;;4593;285;0;0
Netherlands;Insurance records;Female;Temporary incapacity;2013;46147;;44708;548;531;360
Netherlands;Insurance records;Total;Total;2014;87349;;84562;942;1845;0
Netherlands;Insurance records;Total;Permanent incapacity;2014;5727;;5529;198;0;0
Netherlands;Insurance records;Total;Temporary incapacity;2014;81622;;79033;744;1845;0
Netherlands;Insurance records;Male;Total;2014;54953;;53146;665;1142;0
Netherlands;Insurance records;Male;Permanent incapacity;2014;3650;;3452;198;0;0
Netherlands;Insurance records;Male;Temporary incapacity;2014;51303;;49694;467;1142;0
Netherlands;Insurance records;Female;Total;2014;32396;;31416;277;703;0
Netherlands;Insurance records;Female;Permanent incapacity;2014;2077;;2077;0;0;0
Netherlands;Insurance records;Female;Temporary incapacity;2014;30319;;29339;277;703;0
Netherlands;Insurance records;Total;Total;2015;72830;;70777;711;1094;248
Netherlands;Insurance records;Total;Permanent incapacity;2015;5250;;5250;0;0;0
Netherlands;Insurance records;Total;Temporary incapacity;2015;67580;;65527;711;1094;248
Netherlands;Insurance records;Male;Total;2015;47052;;45827;558;419;248
Netherlands;Insurance records;Male;Permanent incapacity;2015;3178;;3178;0;0;0
Netherlands;Insurance records;Male;Temporary incapacity;2015;43874;;42649;558;419;248
Netherlands;Insurance records;Female;Total;2015;25778;;24950;153;675;0
Netherlands;Insurance records;Female;Permanent incapacity;2015;2072;;2072;0;0;0
Netherlands;Insurance records;Female;Temporary incapacity;2015;23706;;22878;153;675;0
New Zealand;Insurance records;Total;Total;2010;20229;;;;;
New Zealand;Insurance records;Total;Permanent incapacity;2010;17;;;;;
New Zealand;Insurance records;Total;Temporary incapacity;2010;20212;;;;;
New Zealand;Insurance records;Male;Total;2010;14814;;;;;
New Zealand;Insurance records;Male;Permanent incapacity;2010;16;;;;;
New Zealand;Insurance records;Male;Temporary incapacity;2010;14798;;;;;
New Zealand;Insurance records;Female;Total;2010;5415;;;;;
New Zealand;Insurance records;Female;Permanent incapacity;2010;1;;;;;
New Zealand;Insurance records;Female;Temporary incapacity;2010;5414;;;;;
Niger;Establishment survey;Total;Total;2010;31;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Total;Total;2015;643;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Male;Total;2015;628;;;;;
Occupied Palestinian Territory;Other administrative records and related sources;Female;Total;2015;15;;;;;
Pakistan;Labour force survey;Total;Total;2018;2308567;2018075;290492;;;
Pakistan;Labour force survey;Total;Permanent incapacity;2018;2257791;1969434;288357;;;
Pakistan;Labour force survey;Total;Temporary incapacity;2018;50776;48641;2135;;;
Pakistan;Labour force survey;Male;Total;2018;2110109;1837880;272229;;;
Pakistan;Labour force survey;Male;Permanent incapacity;2018;2064251;1794157;270094;;;
Pakistan;Labour force survey;Male;Temporary incapacity;2018;45859;43724;2135;;;
Pakistan;Labour force survey;Female;Total;2018;198459;180195;18264;;;
Pakistan;Labour force survey;Female;Permanent incapacity;2018;193540;175277;18263;;;
Pakistan;Labour force survey;Female;Temporary incapacity;2018;4917;4917;0;;;
Panama;Insurance records;Total;Total;2016;0;0;0;;;
Panama;Insurance records;Total;Permanent incapacity;2016;0;0;0;;;
Panama;Insurance records;Total;Temporary incapacity;2016;0;0;0;;;
Panama;Insurance records;Male;Total;2016;0;0;0;;;
Panama;Insurance records;Male;Permanent incapacity;2016;0;0;0;;;
Panama;Insurance records;Male;Temporary incapacity;2016;0;0;0;;;
Panama;Insurance records;Female;Total;2016;0;0;0;;;
Panama;Insurance records;Female;Permanent incapacity;2016;0;0;0;;;
Panama;Insurance records;Female;Temporary incapacity;2016;0;0;0;;;
Peru;Other administrative records and related sources;Total;Total;2010;50;;;;;
Peru;Other administrative records and related sources;Total;Permanent incapacity;2010;50;;;;;
Peru;Other administrative records and related sources;Male;Total;2010;45;;;;;
Peru;Other administrative records and related sources;Male;Permanent incapacity;2010;45;;;;;
Peru;Other administrative records and related sources;Female;Total;2010;5;;;;;
Peru;Other administrative records and related sources;Female;Permanent incapacity;2010;5;;;;;
Peru;Other administrative records and related sources;Total;Total;2011;4732;;;;;
Peru;Other administrative records and related sources;Total;Permanent incapacity;2011;107;;;;;
Peru;Other administrative records and related sources;Total;Temporary incapacity;2011;4625;;;;;
Peru;Other administrative records and related sources;Male;Total;2011;4290;;;;;
Peru;Other administrative records and related sources;Male;Permanent incapacity;2011;98;;;;;
Peru;Other administrative records and related sources;Male;Temporary incapacity;2011;4192;;;;;
Peru;Other administrative records and related sources;Female;Total;2011;442;;;;;
Peru;Other administrative records and related sources;Female;Permanent incapacity;2011;9;;;;;
Peru;Other administrative records and related sources;Female;Temporary incapacity;2011;433;;;;;
Peru;Other administrative records and related sources;Total;Total;2012;15488;;;;;
Peru;Other administrative records and related sources;Total;Permanent incapacity;2012;83;;;;;
Peru;Other administrative records and related sources;Total;Temporary incapacity;2012;15405;;;;;
Peru;Other administrative records and related sources;Male;Total;2012;14402;;;;;
Peru;Other administrative records and related sources;Male;Permanent incapacity;2012;75;;;;;
Peru;Other administrative records and related sources;Male;Temporary incapacity;2012;14327;;;;;
Peru;Other administrative records and related sources;Female;Total;2012;1086;;;;;
